,NAME,GEO_ID,S1901_C01_012E,S1501_C02_015E,S1701_C03_001E,state,place
1087,"Yountville city, California",1600000US0686930,69300,41.8,8.4,06,86930
1088,"Goleta city, California",1600000US0630378,98005,47.8,7.9,06,30378
1089,"Eastvale city, California",1600000US0621230,119213,37.1,5.9,06,21230
1090,"Fairbanks Ranch CDP, California",1600000US0623150,185551,57.3,23.0,06,23150
1091,"Imperial Beach city, California",1600000US0636294,53690,21.9,18.9,06,36294
1092,"Poway city, California",1600000US0658520,107902,48.2,6.0,06,58520
1093,"Valley Center CDP, California",1600000US0681736,101331,35.2,10.7,06,81736
1094,"Concow CDP, California",1600000US0616035,31250,24.7,17.0,06,16035
1095,"Greenfield city, California",1600000US0630994,59595,5.2,13.2,06,30994
1096,"Pacific Grove city, California",1600000US0654848,88250,54.3,6.5,06,54848
1097,"San Ardo CDP, California",1600000US0664476,44167,8.7,16.9,06,64476
1098,"Seaside city, California",1600000US0670742,63575,23.3,13.4,06,70742
1099,"Suisun City city, California",1600000US0675630,83320,21.9,9.2,06,75630
1100,"Rancho Calaveras CDP, California",1600000US0659426,62275,11.1,9.0,06,59426
1101,"Apple Valley town, California",1600000US0602364,54527,17.9,17.3,06,02364
1102,"Barstow city, California",1600000US0604030,40633,9.2,35.3,06,04030
1103,"Big River CDP, California",1600000US0606635,33534,11.2,16.8,06,06635
1104,"Winchester CDP, California",1600000US0685894,56591,4.4,19.3,06,85894
1105,"Heber CDP, California",1600000US0633084,44000,9.3,14.6,06,33084
1106,"Salton City CDP, California",1600000US0664294,34087,9.8,26.3,06,64294
1107,"Cartago CDP, California",1600000US0611600,-666666666,0.0,0.0,06,11600
1108,"Furnace Creek CDP, California",1600000US0628021,24716,27.3,15.7,06,28021
1109,"Oak Park CDP, California",1600000US0653116,132578,64.6,3.8,06,53116
1110,"San Buenaventura (Ventura) city, California",1600000US0665042,78882,35.7,8.9,06,65042
1111,"Yosemite Valley CDP, California",1600000US0686912,44444,23.4,16.4,06,86912
1112,"Port Costa CDP, California",1600000US0658226,181116,35.6,0.0,06,58226
1113,"San Pablo city, California",1600000US0668294,53198,13.1,16.3,06,68294
1114,"Taft city, California",1600000US0677574,45197,10.5,28.0,06,77574
1115,"Murphys CDP, California",1600000US0650034,48246,24.6,7.0,06,50034
1116,"Napa city, California",1600000US0650258,84043,34.2,8.0,06,50258
1117,"St. Helena city, California",1600000US0664140,90031,50.0,8.3,06,64140
1118,"Colton city, California",1600000US0614890,53838,17.3,15.1,06,14890
1119,"Loma Linda city, California",1600000US0642370,55607,45.2,16.8,06,42370
1120,"Mentone CDP, California",1600000US0646884,68650,23.1,7.2,06,46884
1121,"Muscoy CDP, California",1600000US0650132,46969,6.2,30.8,06,50132
1122,"Summerland CDP, California",1600000US0675714,73031,68.9,8.1,06,75714
1123,"Vandenberg AFB CDP, California",1600000US0682072,69911,43.5,3.4,06,82072
1124,"Dixon Lane-Meadow Creek CDP, California",1600000US0619406,59375,23.4,10.1,06,19406
1125,"Shoshone CDP, California",1600000US0671680,144688,76.5,0.0,06,71680
1126,"Belden CDP, California",1600000US0604856,-666666666,-666666666.0,-666666666.0,06,04856
1127,"Bucks Lake CDP, California",1600000US0608744,-666666666,-666666666.0,-666666666.0,06,08744
1128,"Lake San Marcos CDP, California",1600000US0639724,71923,43.5,6.8,06,39724
1129,"Carmel Valley Village CDP, California",1600000US0611324,89286,48.9,4.6,06,11324
1130,"Mount Hebron CDP, California",1600000US0649768,-666666666,0.0,0.0,06,49768
1131,"Mount Shasta city, California",1600000US0649852,35547,33.9,25.7,06,49852
1132,"Chualar CDP, California",1600000US0613364,46146,4.5,23.3,06,13364
1133,"Monterey city, California",1600000US0648872,80694,52.8,10.9,06,48872
1134,"Soledad city, California",1600000US0672520,64472,6.8,13.5,06,72520
1135,"Camp Pendleton South CDP, California",1600000US0610561,49851,27.2,10.7,06,10561
1136,"Coronado city, California",1600000US0616378,108967,64.4,5.8,06,16378
1137,"Encinitas city, California",1600000US0622678,116022,61.9,6.5,06,22678
1138,"Escondido city, California",1600000US0622804,64038,23.8,14.2,06,22804
1139,"Wildomar city, California",1600000US0685446,74991,16.6,12.4,06,85446
1140,"Menifee city, California",1600000US0646842,70224,19.8,9.5,06,46842
1141,"Dublin city, California",1600000US0620018,150299,66.3,4.0,06,20018
1142,"Emeryville city, California",1600000US0622594,102725,71.5,13.9,06,22594
1143,"Costa Mesa city, California",1600000US0616532,84138,40.3,11.9,06,16532
1144,"Orange city, California",1600000US0653980,91793,37.7,12.1,06,53980
1145,"Alondra Park CDP, California",1600000US0601150,61865,26.1,16.8,06,01150
1146,"Altadena CDP, California",1600000US0601290,98693,45.3,7.5,06,01290
1147,"Claremont city, California",1600000US0613756,101420,56.0,6.6,06,13756
1148,"El Monte city, California",1600000US0622230,49003,12.2,19.5,06,22230
1149,"Glendora city, California",1600000US0630014,96132,37.4,8.3,06,30014
1150,"Huntington Park city, California",1600000US0636056,42447,6.4,23.6,06,36056
1151,"Lake Los Angeles CDP, California",1600000US0639612,45881,7.2,24.1,06,39612
1152,"Delhi CDP, California",1600000US0618464,63081,7.4,17.2,06,18464
1153,"Dos Palos city, California",1600000US0619612,56716,11.3,14.7,06,19612
1154,"Hanford city, California",1600000US0631960,62413,19.2,15.3,06,31960
1155,"San Juan Bautista city, California",1600000US0668014,79537,28.7,9.1,06,68014
1156,"Monte Rio CDP, California",1600000US0648928,43603,24.6,18.2,06,48928
1157,"Sonoma city, California",1600000US0672646,84352,42.0,10.5,06,72646
1158,"Windsor town, California",1600000US0685922,106899,30.9,4.0,06,85922
1159,"Soulsbyville CDP, California",1600000US0672772,70981,15.7,7.8,06,72772
1160,"Burney CDP, California",1600000US0609122,45875,13.5,23.6,06,09122
1161,"McArthur CDP, California",1600000US0644700,41875,0.0,43.3,06,44700
1162,"Santa Clarita city, California",1600000US0669088,99666,36.8,8.2,06,69088
1163,"Las Lomas CDP, California",1600000US0640592,71667,11.2,14.1,06,40592
1164,"Culver City city, California",1600000US0617568,95044,58.4,6.1,06,17568
1165,"Mayflower Village CDP, California",1600000US0646436,95203,37.8,9.3,06,46436
1166,"Montebello city, California",1600000US0648816,56150,19.8,13.9,06,48816
1167,"Pico Rivera city, California",1600000US0656924,67636,12.9,8.8,06,56924
1168,"Signal Hill city, California",1600000US0671876,75508,46.5,16.4,06,71876
1169,"South Whittier CDP, California",1600000US0673430,71458,15.3,9.6,06,73430
1170,"Walnut Park CDP, California",1600000US0683402,52226,8.8,15.9,06,83402
1171,"Westlake Village city, California",1600000US0684438,140850,67.3,3.3,06,84438
1172,"Willow Creek CDP, California",1600000US0685642,65433,23.9,10.7,06,85642
1173,"Nice CDP, California",1600000US0651294,48288,9.9,21.3,06,51294
1174,"Upper Lake CDP, California",1600000US0681358,47375,8.5,10.4,06,81358
1175,"Fortuna city, California",1600000US0625296,46193,19.7,16.9,06,25296
1176,"Trinidad city, California",1600000US0680448,71667,65.5,17.0,06,80448
1177,"Westhaven-Moonstone CDP, California",1600000US0684385,64333,51.5,6.4,06,84385
1178,"Bombay Beach CDP, California",1600000US0607372,21154,14.8,9.4,06,07372
1179,"Niland CDP, California",1600000US0651392,21330,0.0,60.1,06,51392
1180,"North Tustin CDP, California",1600000US0652379,156176,58.4,3.6,06,52379
1181,"Orosi CDP, California",1600000US0654372,40667,7.6,21.6,06,54372
1182,"Rancho Cordova city, California",1600000US0659444,65307,26.9,13.3,06,59444
1183,"Piñon Hills CDP, California",1600000US0657302,52357,14.9,9.8,06,57302
1184,"La Cañada Flintridge city, California",1600000US0639003,175788,75.9,3.9,06,39003
1185,"Lamont CDP, California",1600000US0640088,43297,2.8,26.7,06,40088
1186,"Pine Mountain Club CDP, California",1600000US0657240,54265,28.1,16.0,06,57240
1187,"Norco city, California",1600000US0651560,102817,20.0,7.5,06,51560
1188,"Riverside city, California",1600000US0662000,69045,23.0,13.9,06,62000
1189,"Temecula city, California",1600000US0678120,96183,34.0,6.8,06,78120
1190,"Gustine city, California",1600000US0631568,53667,12.5,12.7,06,31568
1191,"Pacifica city, California",1600000US0654806,125500,45.7,4.6,06,54806
1192,"Dustin Acres CDP, California",1600000US0620284,82813,2.1,9.2,06,20284
1193,"Ford City CDP, California",1600000US0624764,35838,7.3,43.0,06,24764
1194,"Kernville CDP, California",1600000US0638310,-666666666,41.2,18.4,06,38310
1195,"Lower Lake CDP, California",1600000US0644350,32500,5.9,36.9,06,44350
1196,"Lagunitas-Forest Knolls CDP, California",1600000US0639283,101484,50.7,16.7,06,39283
1197,"Larkspur city, California",1600000US0640438,109426,73.4,7.5,06,40438
1198,"Tomales CDP, California",1600000US0678890,-666666666,68.6,0.0,06,78890
1199,"Farmington CDP, California",1600000US0623630,-666666666,13.0,32.6,06,23630
1200,"Mission Viejo city, California",1600000US0648256,118477,49.0,5.3,06,48256
1201,"Amesti CDP, California",1600000US0601651,81429,15.5,16.2,06,01651
1202,"Corralitos CDP, California",1600000US0616434,139779,46.7,6.0,06,16434
1203,"Lodi city, California",1600000US0642202,58763,19.2,15.4,06,42202
1204,"Freedom CDP, California",1600000US0625576,75641,17.4,17.5,06,25576
1205,"Scotts Valley city, California",1600000US0670588,108289,54.5,4.4,06,70588
1206,"Coto de Caza CDP, California",1600000US0616580,199056,65.1,3.3,06,16580
1207,"La Palma city, California",1600000US0640256,107724,47.5,4.6,06,40256
1208,"Newport Beach city, California",1600000US0651182,127223,67.0,7.1,06,51182
1209,"San Clemente city, California",1600000US0665084,110434,50.9,5.3,06,65084
1210,"Loma Rica CDP, California",1600000US0642412,77946,20.6,16.3,06,42412
1211,"Berkeley city, California",1600000US0606000,85530,73.8,19.2,06,06000
1212,"Fremont city, California",1600000US0626000,133354,57.0,4.3,06,26000
1213,"Auberry CDP, California",1600000US0603190,64390,20.1,7.1,06,03190
1214,"Firebaugh city, California",1600000US0624134,35616,5.3,29.0,06,24134
1215,"Squaw Valley CDP, California",1600000US0673794,75201,23.6,11.0,06,73794
1216,"Avocado Heights CDP, California",1600000US0603344,75142,16.6,9.0,06,03344
1217,"Bellflower city, California",1600000US0604982,60011,18.5,12.8,06,04982
1218,"Calabasas city, California",1600000US0609598,125814,61.6,6.4,06,09598
1219,"Arden-Arcade CDP, California",1600000US0602553,50501,34.8,21.9,06,02553
1220,"Citrus Heights city, California",1600000US0613588,62276,20.4,11.5,06,13588
1221,"Gold River CDP, California",1600000US0630345,119038,67.1,3.4,06,30345
1222,"Denair CDP, California",1600000US0618856,71277,12.4,14.3,06,18856
1223,"Oakdale city, California",1600000US0652694,64555,19.0,12.2,06,52694
1224,"Los Angeles city, California",1600000US0644000,62142,34.4,18.0,06,44000
1225,"Palos Verdes Estates city, California",1600000US0655380,194543,77.9,5.9,06,55380
1226,"Rolling Hills Estates city, California",1600000US0662644,150135,67.2,3.3,06,62644
1227,"Stanton city, California",1600000US0673962,57598,19.8,16.2,06,73962
1228,"Richgrove CDP, California",1600000US0660606,20962,1.5,55.4,06,60606
1229,"Laguna Beach city, California",1600000US0639178,129983,66.0,6.3,06,39178
1230,"Placentia city, California",1600000US0657526,95757,39.3,8.1,06,57526
1231,"Fairhaven CDP, California",1600000US0623196,43393,27.7,10.7,06,23196
1232,"Fort Dick CDP, California",1600000US0625086,70511,32.6,10.8,06,25086
1233,"Hoopa CDP, California",1600000US0634540,37564,17.5,35.9,06,34540
1234,"Little Valley CDP, California",1600000US0641908,-666666666,0.0,42.3,06,41908
1235,"Pala CDP, California",1600000US0655058,93194,8.3,13.5,06,55058
1236,"Westside CDP, California",1600000US0684863,28250,0.0,27.5,06,84863
1237,"Madison CDP, California",1600000US0645064,41050,0.5,15.7,06,45064
1238,"Mad River CDP, California",1600000US0645092,25400,15.2,38.0,06,45092
1239,"Manchester CDP, California",1600000US0645386,48750,20.8,0.9,06,45386
1240,"Manila CDP, California",1600000US0645414,42500,35.1,16.4,06,45414
1241,"Marin City CDP, California",1600000US0645820,45841,39.3,16.9,06,45820
1242,"Martell CDP, California",1600000US0646100,78681,12.5,3.3,06,46100
1243,"Matheny CDP, California",1600000US0646223,38482,3.8,27.5,06,46223
1244,"Mather CDP, California",1600000US0646226,87976,38.4,11.4,06,46226
1245,"March ARB CDP, California",1600000US0645680,70729,36.9,11.8,06,45680
1246,"Maxwell CDP, California",1600000US0646338,64239,8.0,10.0,06,46338
1247,"Mayfair CDP, California",1600000US0646400,42171,9.4,29.4,06,46400
1248,"Meadowbrook CDP, California",1600000US0646520,51512,7.3,15.3,06,46520
1249,"Wilton CDP, California",1600000US0685880,106813,30.2,8.5,06,85880
1250,"Willows city, California",1600000US0685684,43220,14.2,19.7,06,85684
1251,"Rosemead city, California",1600000US0662896,57999,19.8,14.5,06,62896
1252,"South San Gabriel CDP, California",1600000US0673276,70000,26.2,9.0,06,73276
1253,"Aptos CDP, California",1600000US0602378,112308,57.5,5.1,06,02378
1254,"Boulder Creek CDP, California",1600000US0607652,97433,39.0,8.0,06,07652
1255,"Auburn city, California",1600000US0603204,66314,37.6,13.9,06,03204
1256,"Dollar Point CDP, California",1600000US0619455,74625,46.7,1.7,06,19455
1257,"Ducor CDP, California",1600000US0620032,26875,1.6,41.5,06,20032
1258,"Exeter city, California",1600000US0623126,44602,15.5,27.6,06,23126
1259,"Palm Desert city, California",1600000US0655184,59977,36.8,13.1,06,55184
1260,"Calipatria city, California",1600000US0609878,36883,1.6,33.3,06,09878
1261,"Palo Verde CDP, California",1600000US0655422,28029,0.0,0.0,06,55422
1262,"Seeley CDP, California",1600000US0670798,29595,9.7,35.0,06,70798
1263,"Bonadelle Ranchos-Madera Ranchos CDP, California",1600000US0607379,82292,24.6,11.2,06,07379
1264,"Ione city, California",1600000US0636672,73036,10.9,7.2,06,36672
1265,"Independence CDP, California",1600000US0636350,43365,20.7,17.4,06,36350
1266,"Olancha CDP, California",1600000US0653490,115313,3.8,0.0,06,53490
1267,"Pearsonville CDP, California",1600000US0656294,-666666666,0.0,0.0,06,56294
1268,"Tecopa CDP, California",1600000US0678050,30577,26.5,17.9,06,78050
1269,"Cromberg CDP, California",1600000US0617288,69853,25.4,0.0,06,17288
1270,"Graeagle CDP, California",1600000US0630560,55208,43.7,2.0,06,30560
1271,"Indian Falls CDP, California",1600000US0636364,-666666666,0.0,47.2,06,36364
1272,"Plumas Eureka CDP, California",1600000US0657828,80000,50.0,7.7,06,57828
1273,"Prattville CDP, California",1600000US0658618,22500,14.3,0.0,06,58618
1274,"Quincy CDP, California",1600000US0659080,52907,30.4,23.4,06,59080
1275,"South Dos Palos CDP, California",1600000US0672954,42571,9.8,13.2,06,72954
1276,"Bethel Island CDP, California",1600000US0606210,33583,11.0,23.6,06,06210
1277,"Pleasanton city, California",1600000US0657792,156400,64.9,4.3,06,57792
1278,"Covelo CDP, California",1600000US0616728,37143,20.8,33.2,06,16728
1279,"Ukiah city, California",1600000US0681134,49889,21.6,19.4,06,81134
1280,"Atwater city, California",1600000US0603162,55674,14.0,20.7,06,03162
1281,"Oakland city, California",1600000US0653000,73692,44.0,16.7,06,53000
1282,"Piedmont city, California",1600000US0656938,224659,83.4,2.4,06,56938
1283,"Del Rey CDP, California",1600000US0618674,26193,12.9,43.1,06,18674
1284,"Fowler city, California",1600000US0625436,57676,20.4,18.1,06,25436
1285,"Kingsburg city, California",1600000US0638562,68738,30.1,15.4,06,38562
1286,"Orange Cove city, California",1600000US0654008,25677,1.6,48.3,06,54008
1287,"Burbank city, California",1600000US0608954,75827,42.3,10.5,06,08954
1288,"Desert View Highlands CDP, California",1600000US0619052,60703,11.6,10.7,06,19052
1289,"East Los Angeles CDP, California",1600000US0620802,46082,8.7,19.2,06,20802
1290,"East Pasadena CDP, California",1600000US0620984,92979,44.2,6.2,06,20984
1291,"Kingvale CDP, California",1600000US0638604,-666666666,100.0,0.0,06,38604
1292,"Knights Landing CDP, California",1600000US0638800,42868,12.4,15.2,06,38800
1293,"Keswick CDP, California",1600000US0638352,-666666666,19.4,17.3,06,38352
1294,"Ladera CDP, California",1600000US0639094,250001,88.8,1.1,06,39094
1295,"Ladera Ranch CDP, California",1600000US0639114,161348,66.8,3.0,06,39114
1296,"La Honda CDP, California",1600000US0639318,148144,65.9,8.8,06,39318
1297,"Lake California CDP, California",1600000US0639460,67063,21.8,7.8,06,39460
1298,"Lake City CDP, California",1600000US0639472,-666666666,24.5,26.8,06,39472
1299,"Lake Don Pedro CDP, California",1600000US0639484,43148,28.2,17.5,06,39484
1300,"Lakehead CDP, California",1600000US0639514,52625,9.9,20.0,06,39514
1301,"Lake Hughes CDP, California",1600000US0639556,96563,39.3,0.0,06,39556
1302,"Lake Mathews CDP, California",1600000US0639645,102188,26.6,10.9,06,39645
1303,"Lake Riverside CDP, California",1600000US0639715,78810,21.6,13.5,06,39715
1304,"Lake Sherwood CDP, California",1600000US0639735,250001,74.1,1.1,06,39735
1305,"La Selva Beach CDP, California",1600000US0640508,102639,60.3,9.0,06,40508
1306,"Las Flores CDP (Orange County), California",1600000US0640526,140583,56.2,3.5,06,40526
1307,"Las Flores CDP (Tehama County), California",1600000US0640536,68625,0.0,14.1,06,40536
1308,"La Vina CDP, California",1600000US0640872,-666666666,27.0,96.2,06,40872
1309,"Mead Valley CDP, California",1600000US0646646,59079,5.2,24.0,06,46646
1310,"Meridian CDP, California",1600000US0646926,51250,15.4,6.3,06,46926
1311,"Mesa Verde CDP, California",1600000US0647066,42500,4.2,38.6,06,47066
1312,"Mexican Colony CDP, California",1600000US0647192,30982,1.6,56.9,06,47192
1313,"Midpines CDP, California",1600000US0647374,51750,34.4,21.7,06,47374
1314,"Midway City CDP, California",1600000US0647430,40059,18.7,29.6,06,47430
1315,"Milford CDP, California",1600000US0647472,-666666666,21.2,0.0,06,47472
1316,"Minkler CDP, California",1600000US0647822,-666666666,25.6,5.1,06,47822
1317,"Miranda CDP, California",1600000US0648060,-666666666,11.4,27.6,06,48060
1318,"Monmouth CDP, California",1600000US0648592,32969,0.0,8.1,06,48592
1319,"Mono City CDP, California",1600000US0648602,-666666666,61.1,0.0,06,48602
1320,"Monson CDP, California",1600000US0648676,52880,14.8,19.8,06,48676
1321,"Montalvin Manor CDP, California",1600000US0648718,64389,14.6,14.3,06,48718
1322,"Monterey Park Tract CDP, California",1600000US0648916,-666666666,11.8,79.4,06,48916
1323,"Monument Hills CDP, California",1600000US0649045,118929,50.7,0.0,06,49045
1324,"Moskowite Corner CDP, California",1600000US0649432,61875,5.4,0.0,06,49432
1325,"Mountain Center CDP, California",1600000US0649544,-666666666,-666666666.0,-666666666.0,06,49544
1326,"Mountain Gate CDP, California",1600000US0649558,30060,11.1,32.7,06,49558
1327,"Mountain House CDP, California",1600000US0649582,140801,47.3,4.3,06,49582
1328,"Mount Hermon CDP, California",1600000US0649796,90208,60.0,6.2,06,49796
1329,"Mount Laguna CDP, California",1600000US0649810,-666666666,100.0,0.0,06,49810
1330,"Myers Flat CDP, California",1600000US0650146,-666666666,0.0,35.6,06,50146
1331,"Newcastle CDP, California",1600000US0651000,75250,31.3,6.0,06,51000
1332,"New Cuyama CDP, California",1600000US0651028,55833,14.0,11.2,06,51028
1333,"Newell CDP, California",1600000US0651042,27656,0.0,30.7,06,51042
1334,"New Pine Creek CDP, California",1600000US0651168,-666666666,0.0,59.3,06,51168
1335,"Nicasio CDP, California",1600000US0651280,233750,84.9,15.5,06,51280
1336,"Nicolaus CDP, California",1600000US0651336,85875,18.6,14.2,06,51336
1337,"Nipinnawasee CDP, California",1600000US0651470,70583,2.3,25.2,06,51470
1338,"Nord CDP, California",1600000US0651574,70972,2.4,0.0,06,51574
1339,"Mission Hills CDP, California",1600000US0648186,86296,27.7,5.0,06,48186
1340,"Rosemont CDP, California",1600000US0662910,69794,27.4,14.6,06,62910
1341,"Hamilton City CDP, California",1600000US0631890,55444,10.5,20.7,06,31890
1342,"Big Bear City CDP, California",1600000US0606406,51875,17.7,16.4,06,06406
1343,"Montague city, California",1600000US0648690,46927,10.2,13.9,06,48690
1344,"Cottonwood CDP, California",1600000US0616630,34653,11.3,39.2,06,16630
1345,"Shingletown CDP, California",1600000US0671568,48355,16.0,13.8,06,71568
1346,"August CDP, California",1600000US0603209,34611,2.1,32.5,06,03209
1347,"Escalon city, California",1600000US0622790,74454,17.5,8.1,06,22790
1348,"Ridgemark CDP, California",1600000US0660706,123214,34.8,2.2,06,60706
1349,"Cantua Creek CDP, California",1600000US0610816,46053,0.0,43.8,06,10816
1350,"Sebastopol city, California",1600000US0670770,82244,44.9,7.3,06,70770
1351,"Lemoore Station CDP, California",1600000US0641166,52450,24.0,8.1,06,41166
1352,"Parlier city, California",1600000US0655856,34905,4.1,33.7,06,55856
1353,"Willowbrook CDP, California",1600000US0685614,43781,7.1,22.3,06,85614
1354,"Hidden Valley Lake CDP, California",1600000US0633549,70406,18.8,4.9,06,33549
1355,"Lancaster city, California",1600000US0640130,55237,17.6,21.7,06,40130
1356,"Rowland Heights CDP, California",1600000US0663218,75587,39.7,9.7,06,63218
1357,"Mi-Wuk Village CDP, California",1600000US0648298,115993,0.0,9.2,06,48298
1358,"Carpinteria city, California",1600000US0611446,76521,33.6,7.5,06,11446
1359,"North San Juan CDP, California",1600000US0652246,-666666666,33.1,30.9,06,52246
1360,"North Shore CDP, California",1600000US0652302,22000,2.2,29.6,06,52302
1361,"Nubieber CDP, California",1600000US0652610,50625,0.0,60.0,06,52610
1362,"Oak Glen CDP, California",1600000US0652715,83846,27.4,20.2,06,52715
1363,"Oak Hills CDP, California",1600000US0652760,87429,11.3,7.6,06,52760
1364,"Oak Shores CDP, California",1600000US0653160,100625,31.2,2.6,06,53160
1365,"Oakville CDP, California",1600000US0653196,-666666666,0.0,0.0,06,53196
1366,"Oasis CDP, California",1600000US0653224,19457,3.0,51.8,06,53224
1367,"Old Fig Garden CDP, California",1600000US0653505,83712,45.2,7.3,06,53505
1368,"Old Station CDP, California",1600000US0653602,-666666666,29.0,22.6,06,53602
1369,"Orick CDP, California",1600000US0654218,37031,7.8,26.1,06,54218
1370,"Pajaro Dunes CDP, California",1600000US0655048,-666666666,49.3,9.5,06,55048
1371,"Valley Acres CDP, California",1600000US0681722,48875,9.8,14.2,06,81722
1372,"Avalon city, California",1600000US0603274,74769,22.7,15.0,06,03274
1373,"Woodland city, California",1600000US0686328,69612,27.3,11.2,06,86328
1374,"Acton CDP, California",1600000US0600212,97857,27.3,8.1,06,00212
1375,"Arcadia city, California",1600000US0602462,93574,54.8,9.8,06,02462
1376,"Bell city, California",1600000US0604870,44327,7.5,24.0,06,04870
1377,"Carson city, California",1600000US0611530,82305,28.3,8.7,06,11530
1378,"Compton city, California",1600000US0615044,52883,8.6,20.5,06,15044
1379,"Diamond Bar city, California",1600000US0619192,99083,54.9,6.1,06,19192
1380,"East San Gabriel CDP, California",1600000US0621096,82716,45.8,12.1,06,21096
1381,"Westminster city, California",1600000US0684550,62625,27.1,15.5,06,84550
1382,"Marysville city, California",1600000US0646170,44839,13.7,19.7,06,46170
1383,"Tahoe Vista CDP, California",1600000US0677700,71827,46.4,12.5,06,77700
1384,"Moss Beach CDP, California",1600000US0649446,108860,54.8,6.8,06,49446
1385,"Inyokern CDP, California",1600000US0636658,73333,44.5,25.1,06,36658
1386,"Burlingame city, California",1600000US0609066,128447,67.8,4.5,06,09066
1387,"San Carlos city, California",1600000US0665070,182083,68.3,3.0,06,65070
1388,"South San Francisco city, California",1600000US0673262,105459,35.6,6.9,06,73262
1389,"Edwards AFB CDP, California",1600000US0621600,76989,46.6,1.7,06,21600
1390,"Frazier Park CDP, California",1600000US0625534,33977,15.8,29.8,06,25534
1391,"McKittrick CDP, California",1600000US0644924,38750,2.1,31.0,06,44924
1392,"Squirrel Mountain Valley CDP, California",1600000US0673815,50125,19.9,18.8,06,73815
1393,"Weedpatch CDP, California",1600000US0683863,24894,0.5,47.6,06,83863
1394,"Mira Monte CDP, California",1600000US0648046,77429,34.8,9.9,06,48046
1395,"North Gate CDP, California",1600000US0651890,231053,74.4,5.0,06,51890
1396,"North Richmond CDP, California",1600000US0652162,56771,6.5,19.4,06,52162
1397,"Elk Grove city, California",1600000US0622020,93780,36.9,8.1,06,22020
1398,"El Dorado Hills CDP, California",1600000US0621880,137726,55.1,3.4,06,21880
1399,"West Point CDP, California",1600000US0684732,34722,8.0,4.0,06,84732
1400,"Mountain View city, California",1600000US0649670,139720,69.5,6.7,06,49670
1401,"Bonsall CDP, California",1600000US0607498,92544,36.5,5.3,06,07498
1402,"Lake Forest city, California",1600000US0639496,109492,48.7,6.9,06,39496
1403,"Santa Ana city, California",1600000US0669000,66145,15.0,15.7,06,69000
1404,"Lemoore city, California",1600000US0641152,63605,20.1,15.6,06,41152
1405,"Poplar-Cotton Center CDP, California",1600000US0658191,32550,0.3,40.4,06,58191
1406,"La Presa CDP, California",1600000US0640326,66158,19.0,11.4,06,40326
1407,"Los Molinos CDP, California",1600000US0644140,41000,20.7,18.6,06,44140
1408,"Agoura Hills city, California",1600000US0600394,122998,59.5,4.9,06,00394
1409,"Mendocino CDP, California",1600000US0646814,63750,61.3,0.0,06,46814
1410,"Eldridge CDP, California",1600000US0621894,160203,47.4,12.0,06,21894
1411,"Duarte city, California",1600000US0619990,75083,30.1,10.2,06,19990
1412,"Fort Bragg city, California",1600000US0625058,44276,19.5,19.4,06,25058
1413,"Solana Beach city, California",1600000US0672506,108118,68.0,5.3,06,72506
1414,"Rolling Hills city, California",1600000US0662602,250001,70.4,1.7,06,62602
1415,"Whittier city, California",1600000US0685292,77270,26.4,9.9,06,85292
1416,"North El Monte CDP, California",1600000US0651820,63875,32.0,14.8,06,51820
1417,"Cherryland CDP, California",1600000US0612902,69721,18.4,18.3,06,12902
1418,"Shingle Springs CDP, California",1600000US0671554,84292,27.5,6.6,06,71554
1419,"South Lake Tahoe city, California",1600000US0673108,49390,24.3,13.0,06,73108
1420,"Lockeford CDP, California",1600000US0642104,62685,18.8,20.6,06,42104
1421,"Morada CDP, California",1600000US0649180,154891,46.2,5.9,06,49180
1422,"Stockton city, California",1600000US0675000,54614,18.3,17.9,06,75000
1423,"Lakeport city, California",1600000US0639710,58967,25.7,10.8,06,39710
1424,"Lee Vining CDP, California",1600000US0640998,-666666666,69.7,4.1,06,40998
1425,"Leggett CDP, California",1600000US0641026,12614,0.0,68.7,06,41026
1426,"Lemon Hill CDP, California",1600000US0641142,39430,5.7,32.7,06,41142
1427,"Leona Valley CDP, California",1600000US0641208,97500,15.9,12.8,06,41208
1428,"Likely CDP, California",1600000US0641390,-666666666,-666666666.0,-666666666.0,06,41390
1429,"Lindcove CDP, California",1600000US0641656,28438,9.5,20.6,06,41656
1430,"Linnell Camp CDP, California",1600000US0641740,19670,0.0,58.6,06,41740
1431,"Litchfield CDP, California",1600000US0641782,54712,29.5,20.0,06,41782
1432,"Little River CDP, California",1600000US0641866,-666666666,19.3,77.8,06,41866
1433,"Lockwood CDP, California",1600000US0642146,40982,10.3,20.9,06,42146
1434,"Lodoga CDP, California",1600000US0642230,-666666666,6.4,31.5,06,42230
1435,"Loleta CDP, California",1600000US0642328,39100,33.1,16.8,06,42328
1436,"Loma Mar CDP, California",1600000US0642384,177212,9.7,0.0,06,42384
1437,"Elmira CDP, California",1600000US0622146,60714,9.5,21.3,06,22146
1438,"Rio Vista city, California",1600000US0660984,69604,33.6,10.7,06,60984
1439,"Vallejo city, California",1600000US0681666,69405,25.8,12.6,06,81666
1440,"Norris Canyon CDP, California",1600000US0651622,250001,84.6,1.7,06,51622
1441,"Burbank CDP, California",1600000US0608968,91190,36.7,5.7,06,08968
1442,"Colfax city, California",1600000US0614498,57734,16.9,12.7,06,14498
1443,"San Joaquin city, California",1600000US0667126,34426,2.6,30.3,06,67126
